Video ID,Title,Channel,Published At
x8Jf6X3q-Lg,Die AfD profitiert: Wie weit wird die Unzufriedenheit der Wähler tragen? @focusonline,DACH Medien,2024-11-14T14:00:58Z
62Pe6KWKRus,AfD-Kanzlerkandidatin: Wer ist Weidel (wirklich)? | Inside PolitiX,ZDFheute Nachrichten,2024-12-07T10:00:09Z
4dsTzTPKI8o,Söder sprengt Brandmauer zu Alice Weidel und AfD? 😱 CDU Afd Koalition? #afd #politik #söder #weidel,Kevin Beutler,2025-02-28T06:00:05Z
UwTgMeQYEvM,"Weidel, la candidata de la AfD: &quot;Un resultado histórico&quot; #shorts",EL PAÍS,2025-02-23T20:50:30Z
vTPsPJMlFwM,Wo bleibt das Konzept gegen links? Carsten Hütter (AfD),AfD-Fraktion im Sächsischen Landtag,2025-02-17T07:53:12Z
K7o2nZwig2s,Az AfD és a CDU összefogása ellen tüntettek tízezrek Németország-szerte,DW Magyar,2025-01-31T12:00:32Z
JEAqEdTwFgc,🤡 #afd #regierung #nachrichten #politik #deutsch #deutschland #aliceweidel #ampel #wahrheit #grüne,Blaue Welle Deutschland,2024-12-21T15:07:00Z
IgGDsg-L9SQ,Eure Meinung?🤡 #afd #wahlen #nachrichten #politik #fpö #deutschland #aliceweidel #ampel #remigration,Blaue Welle Deutschland,2025-02-13T06:08:00Z
9RmyKEQQqx8,"Die AfD der größte Gewinner, die SPD die größten Verlierer. #afd #politik #deutschland #news #fyp",DerSeggl88,2025-02-24T05:55:23Z
lgnvfVUoQbc,AfD: Ansage an Friedrich Merz! (Dr. Bernd Baumann) #shorts #baumann #merz #cdu #edit #afd,Agon,2025-02-09T15:17:33Z
7w32u527P68,Politisches Beben: Wandert der AfD-Erfolg vom Osten in den Westen? #afd #wahlen2025,Welt Im Wandel ,2025-02-26T18:58:11Z
1HrrxSz5YRI,Turboeinbürgerung sofort stoppen!!! #news #europe #afd,WIR für Frieden & Freiheit,2025-01-28T15:02:37Z
P8fhqfJsjSU,#Chrupalla #hartaberfair #Wahlkampf  #afd #timjacken #WokeMindVirus #kirche #AfD #Demokratie,Berlin360°,2025-02-17T09:19:50Z
N99TLJ-P8w4,Die AfD: Politische Fehler und ihre Folgen-GEZ-Lanz vs Schlaukopf,NoAntifant,2025-02-05T17:48:40Z
xt7665EukOc,Schwarz-Grün &amp;Schwarz-Rot unmöglich 💪 #afd #CDU #SPD #bsw #bündnis90diegrünen #FDP,GameBlamer,2025-01-29T08:45:25Z
i9oBvNjgeaw,Schlauster AfD-Wähler über Klimawandel🤣 #Wasser #Klima #AfD #Diskussion #AfDwähler #fyyy #zerstört,MarcanteReaction,2024-12-12T15:07:01Z
RA82JjkX89Y,24 Jahre Knast! #afd #wahlen #nachrichten #politik #asyl #deutschland #aliceweidel #remigration,Blaue Welle Deutschland,2025-02-23T15:08:00Z
03FIgDSFPoQ,Die AfD will .... #shorts #shortsfeed #shortvideo #afd #politik #deutsch #foryou #fyp #milliarden,Vindex - Shorts,2025-02-18T10:00:00Z
k2uwQKV0WCE,Abonnieren 🤡 #afd #wahlen #nachrichten #politik #fpö #deutschland #aliceweidel #ampel #remigration,Blaue Welle Deutschland,2025-02-09T18:07:00Z
pIuYrcD3GzE,Checkt ihr das nicht???  |  #news #politik #deutschland #afd #dielinke #cdu #spd #grüne #twitch,KIANUSH | PRIMETIME,2025-02-24T09:00:50Z
RleKPWfd1_o,Parteilogik und ihre Grenzen: Neue Realitäten im politischen Spiel #politik #afd #bundestag #ampel,Raki,2025-01-15T14:00:26Z
3P_s-Bo2XCc,🤡 #magdeburg #regierung #afd #politik #deutsch #deutschland #aliceweidel #ampel #wahrheit #grüne,Adlers Anstalt,2024-12-23T09:07:00Z
ROZdt_bAcH0,DEUTSCHLAND: NGO-Streit eskaliert! Merz-Anfrage sorgt für heftige Reaktionen bei SPD und Grünen,WELT Nachrichtensender,2025-02-27T09:30:17Z
3KFWZlEiKck,Live aus Erfurt: Björn Höcke und Stephan Brandner beim Wahlkampfabschluss der AfD Thüringen,AfD TV,2025-02-23T00:53:25Z
vTUPdZ0aBlY,"Hazel Brugger entdeckt den Mann in sich | falsch, aber anders lustig",Comedy Kollektiv,2025-01-21T16:01:02Z
GIQTDiWTzko,Zeit für die Entscheidung: AfD-Wahlabend live aus Berlin!,AfD TV,2025-02-23T18:37:21Z
COVAJ5ccExY,Elon Musk ist ein kommunistischer Robin Hood | Till Reiners’ Happy Hour,ZDF Satire,2025-02-06T17:00:11Z
YPj4IYJa43k,Wie kann man beim kochen so fancy aussehen? #NaraSmith #DubaiSchokolade #Kochen,Helge Mark,2024-12-14T09:50:25Z
SnS5fDSH_nc,😱SCHOCKNACHRICHT😱 #politik #news #scholz #spd #afd #weidel #merz #bundestag #cdu #lindner #csu,Rich Kids of Wall Street ,2024-12-05T18:48:13Z
Rtz5jS0xCy4,BUNDESTAGSWAHL 2025: SPD und Grüne im Anti-Merz-Wahlkampf! Wahlhilfe für die AFD? | WELT Meinung,WELT Nachrichtensender,2025-02-07T15:00:40Z
knn3213x77Y,BUNDESTAG: Parlament stimmt mithilfe der AfD für die Verschärfung von Asylpolitik | WELT STREAM,WELT Nachrichtensender,2025-01-30T05:57:48Z
uuwdfOsP1_w,Blanker Wahnsinn: Kriegstreiberei im EU-Parlament - Jung &amp; Patriotisch - FPOE &amp; AfD,AfD TV,2024-11-30T10:36:46Z
5-Itw3JrRYc,AfD Hessen: Wahlkampfabschluss in Neuhof!,AfD TV,2025-02-20T21:07:23Z
OuLvEPA3dKU,Musk’s Gesture Sparks Praise from White Nationalists Nationwide,NowThis Impact,2025-01-27T17:00:49Z
7zbubTIVGX4,"CDU&#39;s Merz on track to German Chancellor, AfD enjoys record result; but how about Scholz and Habeck",ShanghaiEye魔都眼,2025-02-24T09:00:14Z
0UEhMDAlX1Y,Mass Deportations: Last Week Tonight with John Oliver (HBO),LastWeekTonight,2025-02-03T04:00:00Z
33ekKJnHjVI,Was wird aus den Kanzlerkandidat:innen nach der Bundestagswahl?   #tagesschau #bundestagswahl,tagesschau,2025-02-25T16:39:53Z
M0sRsYCN6Fg,Das beschäftigt die Gen Z: Exklusive Reportage! #Bundestagswahl #shorts,RTL News,2025-02-22T17:00:31Z
AW7mp5E-Zho,Kann man Müllermilch Protein trinken ?😳🤔 #markusrühl #motivation #bodybuilding,Bodybuildingcuts,2025-01-06T10:28:55Z
WcsA4yKubdw,MERZ-BEBEN: Proteste in ganz Deutschland gegen CDU und AfD! I NETZREPORTER,WELT Netzreporter,2025-02-02T09:58:55Z
gz3M94j50mw,"TĄPNIĘCIE POPARCIA TRZASKOWSKIEGO, UE KRADNIE WYBORY W RUMUNII I NIEMCZECH, AFD CHCE URUCHOMIĆ NS2",Dla Pieniędzy,2025-01-14T15:01:01Z
SOmi17wW18A,AfD-Landesparteitag in Greding: Remigration auf der Tagesordnung | BR24,BR24,2024-11-23T20:23:33Z
Cyu94m4_hKA,Energie bezahlbar machen - am Sonntag mit beiden Stimmen AfD wählen!,AfD TV,2025-02-21T14:09:57Z
J02X9AZQiVk,Allemagne : des &quot;mamies contre l&#39;extrême droite&quot; manifestent contre l&#39;AfD • FRANCE 24,FRANCE 24,2025-02-18T16:08:11Z
Pegemnhk_4c,Stress mit Pole Prank,Alan Bangovic,2025-01-22T20:00:24Z
u_jowo2fln8,ASCHAFFENBURG: Anträge der Union mit AfD? Kritik an Merz wegen Kurswechsel vor Bundestagswahl | WELT,WELT Nachrichtensender,2025-01-26T09:04:00Z
PTEVv8Z0D30,Wie Parteien Äpfel essen,SPACE FROGS,2025-01-31T15:00:28Z
He4H47Ayjj8,Parteitag in Riesa: Alice Weidel offiziell zur AfD-Kanzlerkandidatin gewählt,faz,2025-01-11T16:29:47Z
oGgkhKNUp5g,Diese Sendung ist eine einzige Schikane. 🫣🆘 #HaraldGlööckler #MystyleRocks #Trashtv,Helge Mark,2024-12-04T15:06:09Z
m_6w7hirrzE,Syndrome’s Big Plan Unleashed! 💣 | The Incredibles | Disney Kids,Disney Kids,2025-01-30T11:00:58Z
bbn806J5tao,"Allemagne : manifestation contre un congrès du parti d’extrême droite, l&#39;AfD • FRANCE 24",FRANCE 24,2025-01-11T10:02:35Z
p4JsCd1wH6U,L’Allemagne face aux élections | L&#39;Europe à la croisée des chemins | ARTE,ARTE,2025-02-13T16:30:22Z
5sOq6DD1nEs,"BUNDESTAGSWAHL: &quot;Die Linken jaulen ganz laut, aber liefern selbst keine Vorschläge&quot; | MEINUNG",WELT Nachrichtensender,2025-01-27T19:00:05Z
T4lPRq1NtkU,AFD: Elon Musk live bei Wahlkampfauftakt! Tesla-Chef äußert sich zur Bundestagswahl,WELT Netzreporter,2025-01-26T09:00:25Z
apnde-Dpq8E,Politik und Medien und die Stimmung im Land | ZDF Magazin Royale,ZDF MAGAZIN ROYALE,2025-02-28T22:00:05Z
BHCPxGTaesY,Weidel: „Trump war meine große Hoffnung&quot; #shorts,BILD,2025-02-17T11:15:02Z
o-830nWQhO8,Grundsteuer-Schock 2025: Ärger um massive Kostensteigerung | Marktcheck SWR,ARD Marktcheck,2025-01-26T16:00:49Z
-PI1wBvfTHQ,A estabilidade política na Alemanha está ameaçada? - #shorts,DW Brasil,2025-02-19T17:32:00Z
NvqGPYuxImA,Germany&#39;s Most DANGEROUS Neo Nazis | Dortmund (Dorstfeld) | Right Wing Across Europe - AFD,The Taboo Room With Aaron S,2024-11-20T17:43:43Z
Ga4ojFenO7g,Germanyல் Trump மாடலை கையிலெடுக்கும் AFD? Rightக்கு அதிகரிக்கும் ஆதரவால் Germany Indiansக்கு ஆபத்து?,DW தமிழ்,2025-02-18T13:17:39Z
V5K1Pq0C77Q,"Deutschland 2025: Was ist noch Mitte, was ist schon rechts? | Die Anstalt",ZDF Satire,2025-02-23T17:00:40Z
vdNn9wFho28,"heute journal vom 23.02.2025 Bundestagswahl 2025: Union gewinnt, AfD mit Rekord, FDP und BSW raus",ZDFheute Nachrichten,2025-02-24T06:11:36Z
VeUo1crP8-4,MARKUS SÖDER: Frontalattacke auf Daniel Günther und CDU! &quot;Schwarz-Grün wird nur die AfD stärken&quot;,WELT Nachrichtensender,2025-01-08T10:30:14Z
g0mafxByV7A,Reaction auf meine Parodien (1),Dani Klieber,2024-12-02T13:00:50Z
NaY9qfxVryY,New German Chancellor rules out coalition with the far right AfD #germany #elections,ITV News,2025-02-24T15:27:43Z
-dvDQVxmm-I,#VintageComedy ചേച്ചിയെ പെണ്ണുകാണാൻ വന്നിട്ട് അനുജത്തിയെ കെട്ടിയാലോ ?,Asianet,2025-02-05T06:09:31Z
UzfVjgZKjro,Wie soziale Medien unseren Wahlkampf beeinflussen | ZDF Magazin Royale,ZDF MAGAZIN ROYALE,2025-02-21T22:00:30Z
-fGx7MnT5ho,Cosa farà Merz e dove porterà la Germania,Il Sole 24 ORE,2025-02-28T14:57:20Z
tLWiY2d4TFM,Reaction auf meine Parodien (2),Dani Klieber,2024-12-02T13:30:34Z
nD7ZC8ev9ws,"German Election: AfD Makes Historic Gains; Scholz Pays Price For Backing Ukraine, Taking On Putin?",Hindustan Times,2025-02-24T14:16:16Z
0K0cDY7miEc,Get the Best Hotel Prices on MakeMyTrip! 🏨 | Flat 25% Off* On Your First Booking!,MakeMyTripOfficial,2024-11-08T11:17:20Z
UvX2t-LIvIU,क्या इलॉन मस्क जर्मन चुनाव में पैसे लगाएंगे? [Can Musk influence German election?],DW हिन्दी,2025-01-04T09:02:00Z
5hkTh9v8wco,Alice Weidels Fahrzeug angegriffen? Protest orchestriert?Demokratischer Protest? #shorts #afd #news,Auftrag Geschichte präsentiert von KlappspatenTV,2025-01-12T11:17:39Z
YQhluF_x4iE,Noch 5 Tage #AfD #Remigration wählen! Folgt 🇭🇺 Ignaz Bearth auf X:https://x.com/IgnazBearth,Ignaz Bearth,2025-02-18T13:27:18Z
Mw1vkafPSq4,Ist das kriminell?🤔 #afd #aliceweidel #politik #deutschland #remigration,Blaue Welle Deutschland,2025-02-28T12:08:00Z
ecU7Tt8xw5Q,Alice Weidel - Made In Germany 🇩🇪 - #aliceweidel #afd #germany #shorts,Global Minds ,2024-12-29T12:29:44Z
QHLyH3EvCg0,„Diese Politik zerstört Deutschland!“ #Weidel #Alice #bundestagswahl #merz #cdu #afd,RTL News,2025-01-30T18:30:42Z
G0kt-oItTOU,Keine Partei erhält im Wahlkampf so viele große Einzelspenden wie die #AfD. #bundestagswahl,faz,2025-02-07T15:45:10Z
OBVnW_KH9UA,#afd #wahlen #nachrichten #politik #asyl #deutschland #aliceweidel #ampel #remigration,Blaue Welle Deutschland,2025-02-21T09:08:00Z
5UAKQCHbMTE,🤡 #afd #wahlen #nachrichten #politik #aschaffenburg #deutschland #aliceweidel #ampel #wahrheit,Blaue Welle Deutschland,2025-01-29T09:03:00Z
BbW9RW37Fx4,Eure Meinung?🤡 #afd #wahlen #nachrichten #politik #fpö #deutschland #aliceweidel #ampel #remigration,Blaue Welle Deutschland,2025-02-19T06:08:00Z
vhmNO5nqZuY,&quot;On The Brink Of Collapse&quot; | Germany’s Hard-Right Nationalist AfD Set For Election Gains,TalkTV,2025-02-21T13:30:40Z
0WCEgH-FP_I,Er Nettavisen en seriøs avis? #afd #germany #deuchland #fyp #norway #tyskland,North,2025-02-22T12:31:46Z
T7f_u0BI_Ks,🤡 #afd #wahlen #nachrichten #politik #fpö #elonmusk #deutschland #aliceweidel #ampel #wahrheit,Adlers Anstalt,2025-01-11T09:05:00Z
0-h9nCK2eSI,¿Puede la AFD salvar a Alemania? La verdad detrás del partido,La Pecera de Memorias,2024-12-21T09:55:26Z
TcxpfvjpG3s,Eure Meinung?🤡 #afd #wahlen #nachrichten #politik #fpö #deutschland #aliceweidel #ampel #remigration,Adlers Anstalt,2025-02-17T15:03:00Z
e7HB8fwc_oc,Tino Chrupalla über Merz #tinochrupalla #merz #afd #cdu,Red Scorpion,2024-11-16T14:00:42Z
WmkIIHxf3V0,Eure Meinung?🤡 #afd #wahlen #nachrichten #politik #fpö #deutschland #aliceweidel #ampel #remigration,Blaue Welle Deutschland,2025-02-18T06:04:00Z
yI95mRvH46o,🔥 AfD nach der Wahl: Historischer Erfolg &amp; neue Machtansprüche! 🚀 | Bundestagswahl 2025,BreakingRadar,2025-02-23T21:14:10Z
KbEBjidcl5s,🤡 #afd #wahlen #nachrichten #politik #fpö #deutschland #aliceweidel #ampel #wahrheit,Adlers Anstalt,2025-01-16T06:04:00Z
mV93uHxxke0,🤡 #afd #magdeburg #nachrichten #politik #deutsch #deutschland #aliceweidel #ampel #wahrheit #wahlen,Blaue Welle Deutschland,2024-12-26T09:08:00Z
Ow2i4WlCNw0,"Die AFD ist demokratisch gewählt, fertig! #afd #politik #youtube #ojedeutschland #hartaberfair",Oje Deutschland,2025-02-25T16:17:26Z
r0-LzB_QTgc,#afd #afdfraktion #aliceweidel #merz #bundestagswahl #rechts #gegenrechts #flüchtlinge #satire,Fettbär ,2025-02-01T16:15:28Z
zeGRQmIhlRA,Abonnieren 🤡 #afd #wahlen #nachrichten #politik #remigration #deutschland #aliceweidel #ampel,Blaue Welle Deutschland,2025-02-07T18:08:00Z
dBzYwKBS6pk,"Das ist Alice - #afd  - Indie Pop, #teamalice",Rock Impuls,2024-12-09T14:00:06Z
TQxRPJQrpps,Elon Musk Backs Far-Right Germany’s AfD Party | Subscribe to Firstpost,Firstpost,2024-12-29T12:18:17Z
vZDYYmtr7Ms,Das passiert am ersten Tag mit AfD-Kanzler! #shorts #shortsfeed #shortvideo #afd #politik #deutsch,Ruben Rupp AfD,2025-02-21T18:51:43Z
QDygJJOUYYs,#Weidel #Chrupalla #Scheitern #Zustrombegrenzungsgesetz #Merz #Migrationspolitik #AfD #CDU #SPD #FDP,Berlin360°,2025-02-01T12:19:14Z
Zi3TkXQCKO8,#hartaberfair #Aken #Linke #Lindner #FDP #Wagenknecht #BSW #Bär #CSU fehlt: #AfD #Weidel #chrupalla,Berlin360°,2025-02-11T11:15:03Z
u8vCXKDRYWs,Alice Weidel wird zur Realisierbarkeit ihrer Forderung befragt! #afd,SuccessfulManFactory,2025-02-16T20:14:00Z
dN4qpXqq9hI,🤡 #afd #regierung #nachrichten #politik #elonmusk #deutschland #aliceweidel #ampel #wahrheit,Blaue Welle Deutschland,2025-01-06T15:07:00Z
zRWVP7Gberg,#markuslanz #Lanz #Habeck #Migration #Rechtsruck #afd #Wirtschaftskrise #Löhr #Sundermeyer #Fiasko,Berlin360°,2025-02-05T14:14:32Z
CBlSW5FlS_E,AFD Song Unzerbrechlich,Dobermanncloe,2025-01-12T14:29:56Z
YQF7PgEX1GM,Wer wählt wen in Deutschland?  #news #podcast #streamer #deutschland #bundestag #afd #linke #union,MOMENT Magazin,2025-02-26T19:00:23Z
KHuMB_hRNcw,"Man kann seine Meinung sagen, einmal immer! Tino Chrupalla #AfD",AfD in Sachsen und Dresden - Die Dokumentation,2025-02-17T11:26:25Z
W3nLtd5Ze_Y,Ulrich Siegmund - Klares Bekenntnis zur Witwenrente  #afd #witwenrente #bekenntnis #sachsenanhalt,NewsOne,2025-02-07T08:58:39Z
Q9-L4Smsi_4,Tesla ohne Elon Musk? 🫤 #tesla #musk #afd,Prof. Dr. Volker Quaschning,2025-01-26T18:43:18Z
uFMfGKVVglo,POLIT-BEBEN Österreich😱 AfD feiert FPÖ-Erfolg und dankt Kickl  #afd #aliceweidel,Unabhängig Denken,2025-01-31T16:48:25Z
PofE0moewzY,Alternatywa dla Historii. Jak partia AfD rozumie dzieje Niemiec w tym historię Polski | część 1,Historia jakiej nie znacie,2025-02-14T16:57:01Z
0HASDHNXA4o,#politik #neuwahlen #merz #afd,schnupik,2025-02-21T01:37:46Z
4kH34rSADAY,"Heftig, deswegen sind Autos so teuer! #afd #ltnrw",AfD-Fraktion NRW,2024-12-19T16:33:24Z
o_GtQERaqlo,Musk Hosts AfD Party Leader Ahead of German Election | Subscribe to Firstpost,Firstpost,2025-01-10T15:27:11Z
Se7m0oX4iNk,Hopf über Alice Weidel #hossundhopf #hoss #hopf #weidel #afd #vielfalt,hosshopflounge,2025-01-16T10:29:50Z
ilBpaexXwu0,20% und trotzdem keine Regierungsbeteiligung #giounzensiert #afd,Gio unzensiert,2025-01-27T17:00:54Z
3O9A9QrRx_k,AfD en Alemania: cinco aspectos claves del ascenso ultraderechista • FRANCE 24 Español,FRANCE 24 Español,2025-02-18T15:13:46Z
b7uju4nRUds,🤡 #afd #regierung #nachrichten #politik #elonmusk #deutschland #aliceweidel #ampel #wahrheit,Blaue Welle Deutschland,2025-01-06T06:07:00Z
3Q3bS10FPHw,"CDU, FDP und AfD fordern rasche Vertrauensfrage @newstime.digital",DACH Medien,2024-11-10T08:00:03Z
K5uts_7MCSQ,Alice Weidel: &quot;Deutschland braucht uns!&#39;&quot; 💙 #afd  #deutschland  #aliceweidel  #politik,Unabhängig Denken,2025-01-26T16:03:34Z
YiuETrxeLag,#markuslanz #lanz #Aschaffenburg #magdeburg #solingen #Mannheim #Kubicki #Dröge #Staatsversagen #Afd,Berlin360°,2025-01-23T10:45:32Z
7bTxToOy1YY,Alice Weidel: So lernte ihre Frau die AfD kennen! 💙,Unabhängig Denken,2025-02-08T06:00:06Z
pnOTn9VMV_o,「ドイツを救えるのはAfDだけだ」イーロン・マスク氏がドイツの極右政党「AfD」党首と対談で称賛｜TBS NEWS DIG,TBS NEWS DIG Powered by JNN,2025-01-10T15:54:17Z
BR5eiG7CWcE,"A CDU nyert, de az AfD az igazi győztese a németországi választásoknak",hirado․hu - Magyarország hírforrása,2025-02-25T16:00:09Z
IgIITJVU6BA,Antifa stört AfD-Infostand in Hannover (8.2.25),QuoVadis,2025-02-09T09:43:21Z
b6EhfQvnMWs,#cruciani: &quot;AFD E IL PERICOLO NAZISMO&quot; #elezioni #germania #afd #politica #lazanzara #shorts,POLITICAMENTE SCORRETTO,2025-02-25T17:02:15Z
GlSOj_Udl8U,Eine Erzieherin für 60 Kinder?! #afd #ltnrw,AfD-Fraktion NRW,2025-01-24T18:00:15Z
rJP_uBnWKj4,Wie Friedrich Merz seinen eigenen AfD-Vorsatz brach,DIE ZEIT ,2025-01-30T17:13:36Z
mP4cSch3TCQ,Wahlerfolge für die AfD - Ein Blick auf die Realität der Ostdeutschen Wahlen @ServusTV,DACH Medien,2024-11-16T21:00:26Z
uIrch6SC3TQ,#kanzler #scholz #Brokstedt #Kyrath #Brokstedt #Opfer #Magdeburg #Aschaffenburg #Solingen #Afd #CDU,Berlin360°,2025-01-31T08:45:27Z
yXxqWMb9DzQ,Lauterbach über die AfD: &quot;Eine sich radikalisierende Partei&quot; | #Lanz #Short #AfD #Lauterbach,ZDFheute Nachrichten,2025-02-12T11:40:10Z
G5IX4_9lXtw,Jörg Urban (AfD): BlackRock-Merz wird den Krieg nicht beenden! Frieden mit Russland!,AfD-Fraktion im Sächsischen Landtag,2025-02-12T17:30:05Z
obMwA5GzIWY,AfD&#39;s rise in Germany: A warning for Europe?,Global News,2025-02-25T03:17:43Z
A-dCflCLGZ8,AfD: &quot;Viele Grüße an Uli Hoeneß!&quot; #afd #weidel #chrupalla #bayern #fcbayern #bayernmünchen,Sven W. Tritschler,2025-02-24T11:45:50Z
_CvNg-I9SJQ,BLAUE POWER - Deutscher Patriot (Deutschland) Musik AFD,BlauesDeutschland,2025-02-04T14:16:28Z
rUJwxsKHJps,Elon Musk speaks at German far-right AfD rally by video link,Al Jazeera English,2025-01-26T11:55:30Z
GLToHoS4qPc,Sei Schlau Wähle Blau #afd #politik #demokratie #meinungsfreiheit #patriots #grundgesetz #wahlen,DJ Sunny,2025-01-30T15:15:42Z
DE8CSAQBydM,The AfD&#39;s Nazi Connections Run Deeper Than You Think,Bes D. Marx,2025-02-22T21:07:49Z
rfGDrg51lVY,Merz kommt bei KLARTEXT ins Stottern |  #afd #teamalice #cdu,NewsOne,2025-02-15T09:52:50Z
2aRPCghUHt0,FRIEDRICH MERZ: Verschärfung der Asylpolitik mithilfe der AFD? Das sagen die Deutschen |WELT #shorts,WELT Nachrichtensender,2025-01-29T19:15:00Z
tKKPM__0eqE,Ganzes Video auf meinem Kanal👀 #afd #fypp #demo #fürdich fürdi,marcant,2024-12-30T15:12:12Z
aD8okzqA5lI,Tino Chrupalla stopft woker Lehrerin das Maul #afd #bundestagswahl #wahl #btw #btw25,Red Scorpion,2025-02-16T18:15:10Z
AOpGzcvMdkg,Dagmar Rosenfeld und Robin Alexander analysieren das Unions-Votum. #Merz #Union #AfD #Migration,The Pioneer,2025-01-30T15:49:13Z
ifRzFIdGbP0,Analyse der Bundestagswahl: AfD und Linke legen zu #news #shorts #deutschland,NZZ erklärt,2025-02-24T10:34:23Z
mofh-vwM2_I,Sahra Wagenknecht und Alice Weidel diskutieren: Welche Pläne haben BSW und AfD? | maischberger,tagesschau,2025-01-23T10:31:26Z
k0Qs8l6kWXU,Größte Mutprobe: #afd #ltnrw,AfD-Fraktion NRW,2025-02-13T18:00:38Z
tO46k-VoEtw,Chruplla politik für deutsche 🇩🇪🤯#afd #politik #habeck #deutschland,ichSACHSja,2025-02-07T19:00:40Z
5hQP4mEEIzU,AfD Partei Russlands? #politik #news #deutschland #afd #memes #cdu #chatgpt #funny #lustig #deutsch,BlueTiger,2025-02-08T17:21:56Z
23cbickpXKQ,Milica Djurdjevic AfD! #deutschland #politik #bundestag #afd #debatte #aliceweidel #parlament #cdu,BlueTiger,2025-02-22T17:24:34Z
sgVAa7eCqyw,✅ „Merz &amp; die AfD – Brandmauer oder Drehtür? 🤡🔥 #shorts“,SmartUp - 5 Minuten Screenshots mit Shary,2025-02-01T15:01:09Z
Aj2iQ6xTlQ0,AfD-Politik für Bürger: Zwischen Versprechen und Realität,BreakingRadar,2025-02-06T15:34:15Z
RR3u0J50iqk,AfD nimmt BITCOIN ins Wahlprogramm! 🤯 BTC endlich in der deutschen Politik?,Blocktrainer,2024-11-24T21:23:18Z
DkZAepIS0tQ,Bitterböse grüne Logik...! #afd #ltnrw,AfD-Fraktion NRW,2025-02-05T18:00:09Z
2VScLeaNdNM,Alice Weidel - Der Staat hat ein Bildungsauftrag  #afd #bildungssystem #auftrag #bildung  #afdnrw,NewsOne,2025-01-13T07:00:01Z
iCZzMXy-Vb8,Almanya | Göç karşıtı AfD&#39;yi destekleyen Türkler,DW Türkçe,2025-02-19T18:15:02Z
yFR_BAs-PV8,#techno #dance #news #spd #afd #shortsfeed #memes #shortvideo #shorts #viralvideo,Marvs Info,2025-02-17T18:40:41Z
Q9rBLu8j-_s,Behördenversagen beim Magdeburg-Terroranschlag! #afd,AfD-Fraktion Bundestag,2025-01-17T09:55:18Z
IdjpFv7MV7I,Besser als alle syrischen Ärzte! #afd #ltnrw,AfD-Fraktion NRW,2025-02-18T18:00:13Z
n9m0Ds-ihm8,CDU-AfD-FDP könnten sofort regieren! #afd #ltnrw,AfD-Fraktion NRW,2025-02-21T18:00:49Z
4qZgvtz1ryc,AfD-Politiker stopft Merz das Lügenmaul #merz #bundestagswahl #wahl #afd #union #cdu,Red Scorpion,2025-02-01T07:08:53Z
qLFapRkI8As,"Anger, fear and the far-right AfD | Berlin Briefing Podcast | DW News",DW News,2024-12-24T16:30:14Z
wYKZdzVGNo0,Ralf Schumacher über AfD #politik #news #deutschland #automobile #afd #funny #memes #cdu #deutsch,BlueTiger,2025-02-04T22:31:03Z
p7w0SCajutA,GERMANIA: AfD non governa (per ora). E adesso?,GioPizzi,2025-02-25T17:01:03Z
fWDEZEolO9I,イーロン・マスク氏「ドイツを救えるのはAfDだけだ」独・極右政党の党首と「X」で対談　ショルツ首相を「無能なばか」投稿に批判も｜TBS NEWS DIG,TBS NEWS DIG Powered by JNN,2025-01-10T02:54:12Z
orqWUsWm5js,Alice Weidel: Schluss mit Kontrollverlust! 🔐 #afd #aliceweidel  #politik,Unabhängig Denken,2025-02-07T16:54:49Z
rruL8b4Z-jU,Chrupalla: MERZ = Deutscher JOE BIDEN?💥 Schock-Vergleich  #afd #politik #deutschland,Unabhängig Denken,2025-01-31T11:23:31Z
A4YVWTJcLSM,Tausende Windräder in unsere Wälder? Niemals! Arthur Österle (AfD),AfD-Fraktion im Sächsischen Landtag,2025-02-28T07:00:10Z
5Y6MranNhiw,Merz mit Brandmauer zur AfD: Koaliert er jetzt mit Scholz und Habeck? 😱 #politik #deutschland #afd,Kevin Beutler,2025-02-21T06:00:06Z
3rxFFqqj61s,Alice Weidel auf dem AfD-Parteitag: Ende der Energiewende @afpde,DACH Medien,2025-01-12T09:00:07Z
pp_S88L9m8o,#markuslanz #lanz #Brokstedt #Kyrath #nius #Opfer #Magdeburg #Aschaffenburg #Solingen #Afd #CDU,Berlin360°,2025-01-31T10:56:26Z
xecBfSOxwHQ,5人死亡のクリスマスマーケット襲撃 極右政党「AfD」は関係を否定　サウジ出身の男が「支持していた」と地元メディア報じる｜TBS NEWS DIG,TBS NEWS DIG Powered by JNN,2024-12-23T03:37:09Z
iyK_Px1mDUw,Merz wird enttarnt #afd #bundestagswahl #btw #cdu #union,Red Scorpion,2025-02-24T16:30:10Z
Sq-ba8OJyfc,Alice Weidel Talent🤯 #aliceweidel #afd #politik #bundestag #wahl2025 #weidel #deutschepolitik #china,Unzensiert Deutsch,2025-02-09T16:46:04Z
QZTG4HQde_w,"Nach Aschaffenburg: Union und AfD legen zu, SPD und Grüne verlieren - INSA-Umfrage im Überblick!",Sascha Schmitz,2025-01-27T16:37:31Z
QZTG4HQde_w,"Nach Aschaffenburg: Union und AfD legen zu, SPD und Grüne verlieren - INSA-Umfrage im Überblick!",Sascha Schmitz,2025-01-27T16:37:31Z
9dMES8_ge-k,JD Vance zündet Politbombe - Beste Rede #bundestagswahl #wahl #afd #btw #union,Red Scorpion,2025-02-15T13:37:37Z
